tab	ages
age	location	site	sample	specimen	age_unit	citations	method_codes
1091.83	Beaver Bay Complex				Ma	This study	GM-UPB-I-206
>>>>>>>>>>
tab	locations
location	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	analysts	citations
Beaver Bay Complex	Ma	47.2	47.2	268.7	268.6	Igneous:Intrusive	Anorthosite:Diabase	Outcrop	Yiming Zhang	This study
Beaver Bay Complex	Ma	47.2	47.2	268.7	268.6	Igneous:Intrusive	Anorthosite:Diabase	Outcrop	Yiming Zhang	This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-992	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.5	203.3	-81.3	0	2.9999999999999997e-05	0	-90	37	832	This study	hargrave 2020-11-02 08:49:51	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4801	u	4	273	Yiming Zhang		1.91e-07	1.24e-09	9.959999999999999e-10	2.4400000000000004e-10
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-993	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.5	206.1	-84.5	0	2.9999999999999997e-05	0	-90	38	835	This study	hargrave 2020-11-02 12:25:59	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4802	u	4	273	Yiming Zhang		2.23e-07	1.18e-09	1.31e-09	2.34e-10
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-994	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.6	226.8	66.2	0	0	0	-90	39	835	This study	hargrave 2020-11-02 15:58:44	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4803	u	4	273	Yiming Zhang		4.16e-08	4.31e-10	1.54e-10	1.3999999999999998e-10
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-995	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.6	228.2	66.7	0	0	0	-90	40	838	This study	hargrave 2020-11-03 08:54:19	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4804	u	4	273	Yiming Zhang		3.15e-08	3.06e-10	1.32e-10	1.15e-10
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-996	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.4	197.7	-87.3	0	2.9999999999999997e-05	0	-90	41	832	This study	hargrave 2020-11-03 12:01:14	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4805	u	4	273	Yiming Zhang		2.65e-07	1.3400000000000001e-09	1.23e-09	3.05e-10
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-997	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.4	174.0	-87.1	0	2.9999999999999997e-05	0	-90	42	838	This study	hargrave 2020-11-03 15:41:14	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4806	u	4	273	Yiming Zhang		2.9199999999999997e-07	1.3900000000000002e-09	1.36e-09	3.36e-10
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-998	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.4	165.7	-88.5	0	2.9999999999999997e-05	0	-90	43	843	This study	hargrave 2020-11-04 08:55:28	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4807	u	4	273	Yiming Zhang		3.2299999999999997e-07	1.4400000000000002e-09	1.52e-09	3.56e-10
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-999	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.8	228.1	58.1	0	0	0	-90	44	843	This study	hargrave 2020-11-04 12:29:57	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4808	u	4	273	Yiming Zhang		1.4499999999999999e-08	2.02e-10	5.17e-11	5.99e-11
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1000	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.7	235.1	62.3	0	0	0	-90	45	848	This study	hargrave 2020-11-04 15:33:52	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4809	u	4	273	Yiming Zhang		1.1499999999999999e-08	1.35e-10	5.0799999999999995e-11	4.71e-11
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1001	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.4	151.6	-87.8	0	2.9999999999999997e-05	0	-90	46	838	This study	hargrave 2020-11-04 18:55:13	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4810	u	4	273	Yiming Zhang		3.4899999999999996e-07	1.5299999999999999e-09	1.79e-09	4.12e-10
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1002	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.4	147.5	-88.7	0	2.9999999999999997e-05	0	-90	47	848	This study	hargrave 2020-11-05 10:25:08	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4811	u	4	273	Yiming Zhang		3.7e-07	1.5299999999999999e-09	1.7600000000000001e-09	5.35e-10
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1003	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.4	132.1	-87.7	0	2.9999999999999997e-05	0	-90	48	853	This study	hargrave 2020-11-05 13:56:11	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4812	u	4	273	Yiming Zhang		3.9e-07	1.46e-09	1.87e-09	4.78e-10
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1004	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.8	242.6	58.7	0	0	0	-90	49	853	This study	hargrave 2020-11-05 17:30:07	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4813	u	4	273	Yiming Zhang		8.15e-09	1.23e-10	3.2e-11	3.87e-11
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1005	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.8	242.6	61.4	0	0	0	-90	50	858	This study	hargrave 2020-11-06 08:49:46	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4814	u	4	273	Yiming Zhang		7.76e-09	1.01e-10	4.39e-11	3.2e-11
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1006	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.3	125.4	-88.3	0	2.9999999999999997e-05	0	-90	51	848	This study	hargrave 2020-11-06 12:16:26	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4815	u	4	273	Yiming Zhang		4.38e-07	1.46e-09	2e-09	5.64e-10
AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1007	AX12-8a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-8a	0.3	121.2	-88.4	0	2.9999999999999997e-05	0	-90	52	858	This study	hargrave 2020-11-06 16:41:12	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4816	u	4	273	Yiming Zhang		4.6399999999999997e-07	1.49e-09	2.1100000000000004e-09	6e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1008	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	207.8	72.7	0	0	0	-90	0	273	This study	hargrave 2020-10-12 15:15:01	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4817	u	4	273	Yiming Zhang		5.01e-07	1.82e-09	1.98e-09	1.11e-09
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1009	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	212.7	73	0	0	0	-90	1	373	This study	hargrave 2020-10-14 10:36:11	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4818	u	4	273	Yiming Zhang		5.01e-07	2.07e-09	2.12e-09	9.79e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1010	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	206.6	73.4	0	2.9999999999999997e-05	0	-90	2	373	This study	hargrave 2020-10-14 15:55:51	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4819	u	4	273	Yiming Zhang		4.970000000000001e-07	2.0499999999999997e-09	1.93e-09	9.239999999999999e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1011	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	211.2	73.4	0	2.9999999999999997e-05	0	-90	3	473	This study	hargrave 2020-10-15 10:44:07	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4820	u	4	273	Yiming Zhang		4.9e-07	1.8e-09	1.7399999999999996e-09	1.01e-09
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1012	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	209.7	73.5	0	0	0	-90	4	473	This study	hargrave 2020-10-15 13:50:05	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4821	u	4	273	Yiming Zhang		4.9e-07	2.7600000000000004e-09	1.7199999999999999e-09	1.01e-09
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1013	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	208.4	73.6	0	0	0	-90	5	573	This study	hargrave 2020-10-15 16:29:00	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4822	u	4	273	Yiming Zhang		4.870000000000001e-07	1.71e-09	1.66e-09	9.760000000000001e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1014	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	213.6	73.6	0	2.9999999999999997e-05	0	-90	6	373	This study	hargrave 2020-10-16 12:42:29	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4823	u	4	273	Yiming Zhang		4.82e-07	1.84e-09	1.93e-09	1.1e-09
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1015	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	211.1	73.7	0	2.9999999999999997e-05	0	-90	7	573	This study	hargrave 2020-10-18 13:17:02	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4824	u	4	273	Yiming Zhang		4.75e-07	2.31e-09	2.0300000000000002e-09	1.22e-09
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1016	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	213.5	73.5	0	2.9999999999999997e-05	0	-90	8	673	This study	hargrave 2020-10-18 16:53:10	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4825	u	4	273	Yiming Zhang		4.52e-07	2.15e-09	2.0300000000000002e-09	1.06e-09
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1017	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	206.5	73.5	0	0	0	-90	9	673	This study	hargrave 2020-10-19 11:01:25	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4826	u	4	273	Yiming Zhang		4.52e-07	1.7000000000000001e-09	2.17e-09	7.580000000000001e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1018	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	210.6	73.6	0	0	0	-90	10	723	This study	hargrave 2020-10-19 13:58:50	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4827	u	4	273	Yiming Zhang		4.42e-07	1.87e-09	1.94e-09	8.069999999999999e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1019	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	210.3	73.5	0	2.9999999999999997e-05	0	-90	11	573	This study	hargrave 2020-10-19 17:50:16	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4828	u	4	273	Yiming Zhang		4.37e-07	1.9e-09	2.26e-09	7.439999999999999e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1020	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	214.4	73.4	0	2.9999999999999997e-05	0	-90	12	723	This study	hargrave 2020-10-20 10:29:16	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4829	u	4	273	Yiming Zhang		4.29e-07	1.95e-09	1.6699999999999998e-09	9.25e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1021	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	209.4	73.2	0	2.9999999999999997e-05	0	-90	13	748	This study	hargrave 2020-10-20 14:40:08	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4830	u	4	273	Yiming Zhang		4.1700000000000004e-07	1.66e-09	1.7199999999999999e-09	7.51e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1022	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	210.8	73.5	0	0	0	-90	14	748	This study	hargrave 2020-10-21 10:32:47	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4831	u	4	273	Yiming Zhang		4.2e-07	1.6399999999999995e-09	1.7600000000000001e-09	7.51e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1023	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	210.9	73.5	0	0	0	-90	15	773	This study	hargrave 2020-10-21 14:59:05	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4832	u	4	273	Yiming Zhang		4.1299999999999995e-07	1.56e-09	1.75e-09	7.570000000000001e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1024	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	215.2	73.4	0	2.9999999999999997e-05	0	-90	16	723	This study	hargrave 2020-10-22 10:00:13	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4833	u	4	273	Yiming Zhang		4.0899999999999997e-07	1.92e-09	1.9600000000000003e-09	8.18e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1025	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	212.6	73	0	2.9999999999999997e-05	0	-90	17	773	This study	hargrave 2020-10-22 13:46:42	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4834	u	4	273	Yiming Zhang		4.01e-07	1.8600000000000002e-09	1.9e-09	8.029999999999999e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1026	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	211.2	73	0	2.9999999999999997e-05	0	-90	18	783	This study	hargrave 2020-10-22 17:29:51	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4835	u	4	273	Yiming Zhang		3.95e-07	1.6399999999999995e-09	1.59e-09	7.8e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1027	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	214.9	73.4	0	0	0	-90	19	783	This study	hargrave 2020-10-23 12:02:49	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4836	u	4	273	Yiming Zhang		3.96e-07	1.7399999999999996e-09	1.93e-09	7.46e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1028	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	216.6	73.4	0	0	0	-90	20	793	This study	hargrave 2020-10-23 15:06:50	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4837	u	4	273	Yiming Zhang		3.83e-07	1.7699999999999999e-09	1.89e-09	8.740000000000002e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1029	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	213.0	72.9	0	2.9999999999999997e-05	0	-90	21	773	This study	hargrave 2020-10-25 15:57:24	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4838	u	4	273	Yiming Zhang		3.74e-07	1.51e-09	1.65e-09	8.06e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1030	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	211.0	72.4	0	2.9999999999999997e-05	0	-90	22	793	This study	hargrave 2020-10-26 10:30:19	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4839	u	4	273	Yiming Zhang		3.61e-07	1.3e-09	1.35e-09	7.59e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1031	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	215.5	68.6	0	2.9999999999999997e-05	0	-90	23	803	This study	hargrave 2020-10-26 17:22:21	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4840	u	4	273	Yiming Zhang		2.75e-07	9.4e-10	7.74e-10	7.46e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1032	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	213.5	72.4	0	0	0	-90	24	803	This study	hargrave 2020-10-27 10:10:40	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4841	u	4	273	Yiming Zhang		3.13e-07	1.29e-09	9.1e-10	6.59e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1033	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	211.3	71.8	0	0	0	-90	25	813	This study	hargrave 2020-10-27 13:09:35	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4842	u	4	273	Yiming Zhang		2.6e-07	1.09e-09	1.0400000000000001e-09	5.55e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1034	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.4	211.5	69.3	0	2.9999999999999997e-05	0	-90	26	793	This study	hargrave 2020-10-27 16:07:11	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4843	u	4	273	Yiming Zhang		2.3199999999999999e-07	1.09e-09	9.77e-10	5.62e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1035	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.3	207.9	60.7	0	2.9999999999999997e-05	0	-90	27	813	This study	hargrave 2020-10-28 08:58:02	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4844	u	4	273	Yiming Zhang		1.72e-07	7.71e-10	5.41e-10	5.64e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1036	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.8	200.9	-21.1	0	2.9999999999999997e-05	0	-90	28	823	This study	hargrave 2020-10-28 13:01:33	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4845	u	4	273	Yiming Zhang		6.17e-08	6.22e-10	5.18e-10	4.48e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1037	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.5	208.2	67.4	0	0	0	-90	29	823	This study	hargrave 2020-10-28 16:22:12	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4846	u	4	273	Yiming Zhang		1.33e-07	9.05e-10	6.83e-10	3.44e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1038	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.5	211.3	68.9	0	0	0	-90	30	826	This study	hargrave 2020-10-29 08:52:41	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4847	u	4	273	Yiming Zhang		1.24e-07	8.38e-10	4.82e-10	3.01e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1039	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.5	203.3	-30.4	0	2.9999999999999997e-05	0	-90	31	813	This study	hargrave 2020-10-31 09:17:15	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4848	u	4	273	Yiming Zhang		5.4400000000000004e-08	6.6e-10	3.29e-10	3.71e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1040	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.6	195.7	-72	0	2.9999999999999997e-05	0	-90	32	826	This study	hargrave 2020-10-31 13:09:00	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4849	u	4	273	Yiming Zhang		1.3e-07	1.14e-09	5.559999999999999e-10	2.2800000000000001e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1041	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.5	198.4	-77.9	0	2.9999999999999997e-05	0	-90	33	829	This study	hargrave 2020-10-31 16:45:06	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4850	u	4	273	Yiming Zhang		1.6100000000000005e-07	1.18e-09	6.98e-10	2.13e-10
AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-1042	AX12-9a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	AX12-9a	0.9	210.1	67.6	0	0	0	-90	34	829	This study	hargrave 2020-11-01 08:42:55	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	4851	u	4	273	Yiming Zhang		6.19e-08	9.16e-10	4.38e-10	1.56e-10
